,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
89809,3327 Las Vegas Blvd S,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': False, 'WheelchairAccessible': True}",NnxwkiBvSSyKeFiez0DDcQ,"[""Men's Clothing"", 'Shoe Stores', ""Women's Clothing"", 'Shopping', 'Department Stores', 'Fashion']",Las Vegas,"{'Monday': '10:00-23:00', 'Tuesday': '10:00-23:00', 'Friday': '10:00-0:00', 'Wednesday': '10:00-23:00', 'Thursday': '10:00-23:00', 'Sunday': '10:00-23:00', 'Saturday': '10:00-0:00'}",1,36.123358,-115.1694576,"Barneys New York, Las Vegas",The Strip,89109,88,4.0,NV
90641,3006 Crossing Ct,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'GoodForKids': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",ChjKd6HgLKmUAQnsrpDSBA,"['Beauty & Spas', 'Day Spas', 'Hair Salons']",Champaign,"{'Monday': '8:00-20:00', 'Tuesday': '8:00-20:00', 'Friday': '8:00-20:00', 'Wednesday': '8:00-20:00', 'Thursday': '8:00-20:00', 'Sunday': '12:00-17:00', 'Saturday': '8:00-18:00'}",1,40.0850604,-88.2956914,BJ Grand Salon & Spa,,61820,25,3.5,IL
90836,5201 Baum Blvd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}",X3p5eJS76zEeIfPt4SOADA,"['Health & Medical', 'Urgent Care']",Pittsburgh,"{'Monday': '8:00-20:00', 'Tuesday': '8:00-20:00', 'Friday': '8:00-20:00', 'Wednesday': '8:00-20:00', 'Thursday': '8:00-20:00', 'Sunday': '8:00-20:00', 'Saturday': '8:00-20:00'}",1,40.456274,-79.941959,MedExpress - Bloomfield,Bloomfield,15224,17,3.5,PA
90889,"3623 S Las Vegas Blvd, Ste 222","{'DogsAllowed': True, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",JDDg0KzpWJOO68PfMqfJbg,"['Jewelry', 'Home Services', 'Shopping', 'Home & Garden', 'Home Decor', 'Rugs', 'Cosmetics & Beauty Supply', 'Beauty & Spas', 'Lighting Fixtures & Equipment']",Las Vegas,"{'Monday': '10:00-22:00', 'Tuesday': '10:00-22:00', 'Friday': '10:00-23:00', 'Wednesday': '10:00-22:00', 'Thursday': '10:00-22:00', 'Sunday': '10:00-22:00', 'Saturday': '10:00-23:00'}",1,36.1141451,-115.1719886,LoLo Exotic Home Goods and Jewelry,The Strip,89109,22,5.0,NV
91145,6012 Gemini Dr,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",quDJejS81zZM3Vmvyz8fBQ,"['Shopping', 'Eyewear & Opticians', 'Laser Eye Surgery/Lasik', 'Optometrists', 'Health & Medical']",Madison,"{'Friday': '8:00-17:00', 'Tuesday': '9:15-17:00', 'Thursday': '8:00-17:00', 'Wednesday': '7:00-16:00', 'Monday': '8:00-19:00'}",1,43.0853770201,-89.2776274634,Isthmus Eye Care,McClellan Park,53718,8,4.5,WI
91826,"2235 S Power Rd, Ste 127","{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'very_loud', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'HappyHour': True, 'GoodForDancing': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False}",ClLRnbf39ghdMM08cVnUNA,"['Restaurants', 'Sports Bars', 'Nightlife', 'American (Traditional)', 'Bars']",Mesa,"{'Monday': '11:00-0:00', 'Tuesday': '11:00-0:00', 'Friday': '11:00-1:00', 'Wednesday': '11:00-0:00', 'Thursday': '11:00-0:00', 'Sunday': '11:00-23:00', 'Saturday': '11:00-1:00'}",0,33.3749756,-111.6871525,BullPen Bar n Grill,,85209,57,2.5,AZ
91831,201 Providence Rd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'BusinessAcceptsCreditCards': True}",47mT4gCYbRjOpgVqTUc49w,"['Pediatric Dentists', 'Health & Medical', 'Dentists', 'General Dentistry', 'Cosmetic Dentists']",Charlotte,"{'Monday': '8:00-17:00', 'Tuesday': '8:00-17:00', 'Friday': '8:00-17:00', 'Wednesday': '8:00-17:00', 'Thursday': '8:00-17:00', 'Saturday': '8:00-13:00'}",1,35.2080122642,-80.8237016201,Charlotte Dentistry,Elizabeth,28207,32,4.0,NC
92173,"4704 South Blvd, South Blvd","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",MG07yEyXeZ1LNxXx_dNrXg,"['Barbers', 'Cosmetics & Beauty Supply', 'Shopping', 'Beauty & Spas', ""Men's Hair Salons"", 'Hair Salons', 'Hair Stylists']",Charlotte,"{'Monday': '10:00-20:00', 'Tuesday': '10:00-20:00', 'Friday': '10:00-20:00', 'Wednesday': '10:00-20:00', 'Thursday': '10:00-20:00', 'Sunday': '12:00-18:00', 'Saturday': '9:00-19:00'}",1,35.176019,-80.876498,Supercuts,Starmount,28217,7,3.5,NC
92292,3570 Las Vegas Blvd S,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",1xO2LvScpcMfl2BNm1aISg,"['Massage', 'Hair Salons', 'Day Spas', 'Beauty & Spas']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1170868557,-115.175335504,Qua Baths & Spa,The Strip,89109,565,4.5,NV
92901,1010 S Crismon Rd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}",eoOFTyoUsy46BXSrGnx-_g,"['Health & Medical', 'Dentists', 'Orthodontists']",Mesa,"{'Monday': '8:00-17:00', 'Tuesday': '8:00-17:00', 'Friday': '8:00-17:00', 'Wednesday': '8:00-17:00', 'Thursday': '8:00-17:00', 'Saturday': '8:00-12:00'}",1,33.396629,-111.615618,Braces R Us,,85208,11,5.0,AR
93987,6666 University Ave,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",abHtl-mu2C0G_RUriG9YmQ,"['Home Decor', 'Art Galleries', 'Arts & Entertainment', 'Jewelry', 'Shopping', 'Home & Garden']",Middleton,"{'Tuesday': '10:30-18:00', 'Friday': '10:30-17:00', 'Wednesday': '10:30-18:00', 'Thursday': '10:30-18:00', 'Saturday': '10:00-16:00'}",0,43.097268,-89.497264,La Bella Vita,,53562,4,4.0,WI
94440,"202 State St, Fl 4","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",DqxHicf794TU74xNkR0FkA,"['Beauty & Spas', 'Hair Salons', 'Skin Care', 'Hair Removal', 'Nail Salons', 'Massage']",Madison,"{'Monday': '9:00-20:00', 'Tuesday': '9:00-21:00', 'Friday': '8:00-18:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Saturday': '8:00-16:00'}",1,43.0748907,-89.3882732,Alan Koa Salon & Spa,Capitol,53703,49,4.0,WI
94611,325 Howe Ave,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}",fFg1SoA4tWEkkqddnOjyiQ,"['Hardware Stores', 'Shopping', 'Building Supplies', 'Home Services', 'Nurseries & Gardening', 'Home & Garden', 'Appliances']",Cuyahoga Falls,"{'Monday': '6:00-21:00', 'Tuesday': '6:00-21:00', 'Friday': '6:00-21:00', 'Wednesday': '6:00-21:00', 'Thursday': '6:00-21:00', 'Sunday': '8:00-19:00', 'Saturday': '6:00-21:00'}",1,41.1214123768,-81.4811003208,The Home Depot,,44221,12,2.5,OH
94915,3131 Las Vegas Blvd S,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}",ubz4CaZXagQuGv2N9gFAdw,"['Steakhouses', 'Restaurants']",Las Vegas,"{'Monday': '18:00-23:00', 'Tuesday': '18:00-22:30', 'Friday': '18:00-23:30', 'Wednesday': '18:00-22:30', 'Thursday': '18:00-22:30', 'Sunday': '18:00-23:00', 'Saturday': '18:00-23:30'}",0,36.127516,-115.165913,Botero,The Strip,89109,434,4.0,NV
95175,5505 Leslie Street,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",KUqInLEY1y7SkyZyDoGn0Q,"['Restaurants', 'Dim Sum', 'Chinese']",Toronto,"{'Monday': '9:30-23:00', 'Tuesday': '9:30-23:00', 'Friday': '9:30-23:00', 'Wednesday': '9:30-23:00', 'Thursday': '9:30-23:00', 'Sunday': '9:00-23:00', 'Saturday': '9:00-23:00'}",1,43.7912048303,-79.3677110474,Paradise Fine Chinese Dining,,M2H 3B6,70,3.0,ON
95437,3131 Las Vegas Blvd S,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'WiFi': 'paid', 'GoodForKids': False}",Az_60nNuh1FH8Ds8oasZjw,"['Resorts', 'Home & Garden', 'Casinos', 'Arts & Entertainment', 'Home Decor', 'Hotels', 'Shopping', 'Hotels & Travel', 'Event Planning & Services']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1276844749,-115.167446136,Encore,The Strip,89109,1726,4.0,NV
95637,7575 East Princess Drive,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",vZaCTy1k35_Mi82Fsg9dkQ,"['Day Spas', 'Massage', 'Beauty & Spas']",Scottsdale,"{'Monday': '6:00-21:00', 'Tuesday': '6:00-21:00', 'Friday': '6:00-21:00', 'Wednesday': '6:00-21:00', 'Thursday': '6:00-21:00', 'Sunday': '6:00-21:00', 'Saturday': '6:00-21:00'}",1,33.6451595,-111.9175362,Well & Being at Willow Stream,,85255,119,4.0,AZ
95948,15004 Detroit Ave,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'ByAppointmentOnly': False}",SRt0CmrwIaWWuDkt0Lla4A,"['Beauty & Spas', 'Hair Salons']",Lakewood,{},1,41.4850468,-81.8010694,Great Clips,,44107,11,4.0,OH
96154,"7473 W Lake Mead Blvd, Ste 100","{'AcceptsInsurance': True, 'ByAppointmentOnly': True}",4COLsANRzhOCXPXh_ZSrGQ,"['Health & Medical', 'Massage Therapy']",Las Vegas,"{'Monday': '10:00-20:00', 'Tuesday': '10:00-20:00', 'Friday': '10:00-20:00', 'Wednesday': '10:00-20:00', 'Thursday': '10:00-20:00', 'Sunday': '10:00-20:00', 'Saturday': '10:00-20:00'}",1,36.194833,-115.256456,Debbie Boman Massage,,89128,3,5.0,NV
97335,615 State St,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",aNOZxz80w0fv4mYLB2VXfA,"['Health & Medical', 'Shopping', 'Optometrists', 'Eyewear & Opticians']",Madison,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-16:00', 'Wednesday': '9:00-18:00', 'Thursday': '8:00-17:00', 'Saturday': '10:00-15:00'}",0,43.0748713,-89.3962042,Madison Optometric Center,Capitol,53703,5,4.0,WI
97441,66 W Towne Mall,"{'AcceptsInsurance': False, 'RestaurantsPriceRange2': 2, 'ByAppointmentOnly': False, 'WheelchairAccessible': True, 'BusinessAcceptsCreditCards': True}",cX2Pux_AC7fxkcY5Cd1eBw,"['Nail Salons', 'Massage', 'Beauty & Spas']",Madison,"{'Monday': '10:00-20:00', 'Tuesday': '10:00-20:00', 'Friday': '10:00-20:00', 'Wednesday': '10:00-20:00', 'Thursday': '10:00-20:00', 'Sunday': '11:00-18:00', 'Saturday': '10:00-20:00'}",1,43.057224,-89.505469,Fabulous Nails & Spa,,53719,10,3.0,WI
97744,2620 W Broadway Rd,"{'Alcohol': 'none', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': False, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'ByAppointmentOnly': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",tnG4_L5bZiffTbaFru9EBg,"['Home Services', 'Buffets', 'Food', 'Restaurants', 'Lebanese', 'Grocery', 'Building Supplies', 'Mediterranean', 'Arabian', 'Middle Eastern']",Mesa,"{'Monday': '9:00-20:00', 'Tuesday': '9:00-20:00', 'Friday': '9:00-20:00', 'Wednesday': '9:00-20:00', 'Thursday': '9:00-20:00', 'Sunday': '10:00-19:00', 'Saturday': '10:00-20:00'}",1,33.407997,-111.887898,Princess Mediterranean Market & Deli,,85202,326,4.5,AZ
97751,2913 Selwyn Ave,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",xRs4aFJGAT8eO86pIZ362Q,"[""Men's Clothing"", 'Fashion', 'Accessories', 'Formal Wear', 'Shopping', 'Shoe Stores']",Charlotte,"{'Monday': '10:00-19:00', 'Tuesday': '10:00-19:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Sunday': '13:00-17:00', 'Saturday': '10:00-19:00'}",1,35.1733410461,-80.8400050052,Bruce Julian Clothier,,28209,14,4.5,NC
98714,6445 South Tenaya Way,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",VbOwWJKLC6k3urXIBWIDJA,"['Arts & Entertainment', 'Art Galleries', 'Shopping']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.0713562,-115.2528119,Celebrity Vault,Spring Valley,89113,4,5.0,NV
99840,"2500 Brooktree Rd, Ste 100","{'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'BusinessAcceptsCreditCards': True}",KmD1KSjXOGhJFFdhWuvq9A,"['Dentists', 'Veterinarians', 'Cosmetic Dentists', 'Pets', 'Health & Medical', 'General Dentistry']",Wexford,"{'Monday': '9:00-17:00', 'Tuesday': '9:00-17:00', 'Friday': '9:00-23:00', 'Wednesday': '8:00-14:00', 'Thursday': '10:00-20:00', 'Saturday': '8:00-14:00'}",1,40.6153317,-80.0578807,Paul B. Gabriel DMD,,15090,3,4.0,PA
99903,204 N Main St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",BY7gsltYdGs4AhyeYxkBQg,"['Books', 'Mags', 'Music & Video', 'Bookstores', 'Shopping']",Hudson,"{'Monday': '9:00-19:00', 'Tuesday': '9:00-19:00', 'Friday': '9:00-19:00', 'Wednesday': '9:00-19:00', 'Thursday': '9:00-19:00', 'Sunday': '12:00-17:00', 'Saturday': '10:00-19:00'}",1,41.2428,-81.440702,The Learned Owl,,44236,9,5.0,OH
100516,2124 Penn Ave,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': False}",mrKS7K6ljEOwOFdnhPawCA,"['Shopping', 'Furniture Stores', 'Jewelry', 'Interior Design', 'Real Estate', 'Lighting Fixtures & Equipment', 'Home Staging', 'Home Services', 'Home & Garden']",Pittsburgh,"{'Monday': '10:00-17:00', 'Tuesday': '10:00-17:00', 'Friday': '10:00-17:00', 'Wednesday': '10:00-17:00', 'Thursday': '10:00-17:00', 'Sunday': '11:00-15:00', 'Saturday': '9:00-17:00'}",1,40.4520089,-79.982244,Hot Haute Hot,Strip District,15222,16,4.0,PA
101164,4105 Fieldstone Rd,{'BusinessAcceptsCreditCards': True},ulvzyi-5vChuode--304DA,"['Hobby Shops', 'Toy Stores', 'Shopping']",Champaign,"{'Monday': '8:00-19:00', 'Tuesday': '8:00-19:00', 'Friday': '8:00-19:00', 'Wednesday': '8:00-19:00', 'Thursday': '8:00-19:00', 'Saturday': '8:00-19:00'}",1,40.1135548343,-88.3111501113,Horizon Hobby,,61822,9,2.0,IL
102034,4610 W. Camelback Rd,{},4rnfwRvwAHSQfsihafmaXA,"['Taxis', 'Airport Shuttles', 'Health & Medical', 'Hotels & Travel', 'Medical Transportation', 'Transportation']",Phoenix,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.5099297,-112.1599592,Discount Cab,,85301,194,2.0,AZ
102060,"3160 Hwy 21, Ste 103  91","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'ByAppointmentOnly': True}",IDTfEjfkwRGsqs0WtHmVZA,"['Pressure Washers', 'Home & Garden', 'Window Washing', 'Shopping', 'Home Services', 'Home Cleaning']",Fort Mill,"{'Friday': '8:00-17:00', 'Tuesday': '8:00-17:00', 'Thursday': '8:00-17:00', 'Wednesday': '8:00-17:00', 'Monday': '8:00-17:00'}",1,35.0781827,-80.9346131,Wash-It-Pros,,29715,5,5.0,SC
102345,4433 N 16th St,"{'Alcohol': 'beer_and_wine', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': False, 'BusinessAcceptsBitcoin': False, 'RestaurantsTableService': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}}",3sOS8wKatd_Uoa9VEJHhrw,"['Restaurants', 'American (Traditional)', 'Delis', 'Sandwiches']",Phoenix,"{'Monday': '10:30-20:00', 'Tuesday': '10:30-20:00', 'Friday': '10:30-20:00', 'Wednesday': '10:30-20:00', 'Thursday': '10:30-20:00', 'Sunday': '7:00-20:00', 'Saturday': '7:00-20:00'}",1,33.5016589,-112.04725,Miracle Mile Delicatessen,,85016,178,4.0,AZ
103195,4818 N 7th St,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",KCVnCb6TvTzoDp4t-Qf4wQ,"['American (Traditional)', 'Chinese', 'Restaurants', 'Kosher']",Phoenix,"{'Monday': '9:00-21:00', 'Tuesday': '9:00-21:00', 'Friday': '8:00-15:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '9:00-21:00'}",1,33.50796,-112.065353,Segal's Oasis Grill,,85014,35,3.0,AZ
103436,1500 E and 2750 N,"{'BusinessAcceptsCreditCards': False, 'RestaurantsPriceRange2': 1}",qrKfX7QAOJpSmy0w1eaSrA,"['Nurseries & Gardening', 'Gardeners', 'Home & Garden', 'Tree Services', 'Home Services', 'Shopping']",Mahomet,{},0,40.1928821,-88.4634047,Downing Christmas Tree Farm,,61853,3,5.0,IL
103568,3825 Craig Crossing Dr,"{'BusinessAcceptsCreditCards': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",2Gc0f44JbkQBMoImlhDf9g,"['Real Estate', 'Apartments', 'Home Services']",North Las Vegas,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-18:00', 'Wednesday': '9:00-18:00', 'Thursday': '9:00-18:00', 'Sunday': '10:00-17:00', 'Saturday': '10:00-17:00'}",1,36.2381346,-115.1906098,Tribeca North Luxury Apartments Homes,,89032,9,2.5,NY
104240,645 Park St,{},2Kf00fQ15ILl5b-oQoRScg,"['Financial Services', 'Mortgage Brokers', 'Banks & Credit Unions', 'Home Services', 'Real Estate']",Belmont,{},1,35.2538578,-81.027905,Bank of America,,28012,4,1.5,NC
104774,"220 North Pine St, Ste C","{'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",AaI_qHIe30fu8XCQqL2V3w,"['Skin Care', 'Beauty & Spas', 'Threading Services', 'Hair Removal', 'Waxing', 'Nail Salons']",Charlotte,"{'Monday': '10:00-19:00', 'Tuesday': '10:00-19:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Sunday': '11:00-17:00', 'Saturday': '9:30-18:00'}",1,35.2308354,-80.8443314,J'Adore Nail Boutique,Fourth Ward,28202,52,4.5,NC
105103,812 Cedar Ave,{'BusinessAcceptsCreditCards': True},rrbqgO_atoJ_mYaOOxWjkg,"['Home Services', 'Movers', 'Contractors']",Pittsburgh,{},1,40.4824705246,-80.066986084,Comprehensive Labor Solutions,,15212,3,1.5,PA
