,user_id,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,text,business_useful_review_count,business_id,cool,review_id,date,business_stars,funny,sentiment_score,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,business_review_count,business_review_stars,state,business_category,full_state,username
9615,qntQp9UoeP6ju8D_W0Y0cw,816,4/30/2009,200,41,7,135,108,4.047238425,"Store review:Although Champaign is not a food oasis, I am realizing very quickly that your produce options are very limited compared to near the chicago-land area with the tony's finer food and marianos. A lot of the other stores are quite expensive including the local county market. Meijer on the plus side is a corporate chain which offers you national savings from the weekly ad. The food is cheaper than most locations because they buy in bulk. I recently hosted a party and got all my produce from meijer at the last minute. Staff is friendly and the store is massive with large inventory. Pros: good discounts, large selectionCons: only one locationHidden deals:Sign up online for mperks for online coupons. You can earn meijer bucks with prescription refills as well. Free antibiotic and prenatal vitamin program.",2,XbHxWOciYlBhJOjKRQbo9g,0,__Ox-PYuodRBJxSXHd-PKw,7/23/2014,5,0,7,2401 N Prospect Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': True, 'HasTV': False, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True}","['Food', 'Pharmacy', 'Health & Medical', 'Delis', 'Bakeries', 'Grocery', 'Restaurants']",Champaign,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,40.1451204,-88.2606888,Meijer,,61822,49,3.5,IL,Health & Medical,Illinois,Nelson
668,JUT0U3HTSB3kz9Wh7N0GqA,875,6/14/2010,2070,286,7,4548,94,4.028516334,"For my 500th review I'm giving two virtual thumbs up to the building at 500 S Goodwin where I spent most of my college career. In addition to being the building where I earned my BFA in theatre, it was also the space where I saw world class music, theatre and dance performances on the venue's multiple stages.",4,A_eABcl0LTts73RNo2Np2Q,4,puZPuMXZzlkOw3jryPGoug,8/22/2012,5,2,0,500 S Goodwin Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}, 'BikeParking': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'AcceptsInsurance': False, 'HappyHour': False, 'GoodForKids': True, 'ByAppointmentOnly': True, 'Alcohol': 'beer_and_wine'}","['Restaurants', 'Music Venues', 'Arts & Entertainment', 'Health & Medical', 'Venues & Event Spaces', 'Ticket Sales', 'Wedding Planning', 'Nightlife', 'Counseling & Mental Health', 'Performing Arts', 'Event Planning & Services']",Urbana,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Sunday': '10:00-18:00', 'Saturday': '10:00-18:00'}",1,40.108013,-88.222747,Krannert Center for the Performing Arts,,61801,27,5,IL,Health & Medical,Illinois,Corey
43693,iSqAA0keruU-ZZro7jW0zQ,1244,8/15/2010,993,68,7,301,92,3.87598064,"Not my family's main grocery store, but my mom shops here pretty often. She checks the sales ads across stores to find the best deals available. Luckily, Champaign is a small town and driving to this store is not a big inconvenience. I was with her on a recent run. The store was clean and organized. The employees were nice. I even found a few little things to purchase for myself while at home.",2,Cqqd6l6jSx7pOnsgtLp_dQ,1,zadiCOJvNVot_dDzA_7Ffg,1/4/2016,4,0,11,1301 Savoy Plaza Ctr,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}","['Food', 'Bakeries', 'Pharmacy', 'Grocery', 'Beer', 'Wine & Spirits', 'Health & Medical']",Savoy,"{'Monday': '6:00-0:00', 'Tuesday': '6:00-0:00', 'Friday': '6:00-0:00', 'Wednesday': '6:00-0:00', 'Thursday': '6:00-0:00', 'Sunday': '6:00-0:00', 'Saturday': '6:00-0:00'}",1,40.0703839,-88.2517425,Schnucks - Savoy,,61874,6,3.5,IL,Health & Medical,Illinois,Zewditu
201,ysCBsXWPB-LAiewVS3jZfQ,3253,11/8/2006,48621,1266,11,30749,137,7.440731384,"Indulgence takes on many forms in Sin City and enjoying time at a spa is just the way to sweat out the toxins and enjoy the amenities a luxury resort is meant to provide. Canyon Ranch has spa locations throughout many warm weather locations from Miami to Arizona and this LV version maybe among the most decked out of them all.There is a departure aspect from host resort to spa facilities, an oasis from the Venetian if you will, as the Canyon Ranch theme is very different from the rest of the Palazzo / Venetian. Luxury accommodations aren't quite to the standard of the Wynn or Cosmo per se, but they've got more than enough to satisfy the average spa goer.There is rock climbing, a full scale gym with treadmills, weights, and the works. My personal favorite activity is the sauna + massage. Sure, there's likely an influx of older folks getting their spa on (and letting it all hang out), but nothing beats a good ol, overpriced, frou frou massage. The masseuses are masters of their sport, making sure they've got all of the problem areas covered.Would I go back for more? Considering all the things they have to offer, I've already been here enough times to call myself a non-newb, but not enough to be in their regular rotation. I'll be aiming for a player's comp as always.",5,eWKZyDPXdkhrT8v8XD2OrQ,5,tEk2bPWZUrVG9IziSwhWwg,8/8/2013,4,4,10,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,NV,Health & Medical,Nevada,Jando
761,Xj0O2l0bp633ebmG468aZw,4559,7/18/2005,52,180,13,975,153,6.970385581,"What a horrible horrible tour to Hoover Dam. We were sweating on the bus while we were waiting and they kept on telling us they would eventually turn on the engine/the air, even though there was no reason to have it off. They made me give my credit card details verbally on the phone in front of everyone else on the tour. This has to be illegal. They appointed our very nice, but very incompetent driver to lead the tour. They told us we would be back by 2 or 2:30 and we got back at 4:15, and there was no traffic or rationale. What a waste of money and incredibly unprofessional.",1,CgokdlhixbejFxM4mTea-g,0,#NAME?,4/16/2017,1,0,-13,"6363 S Pecos Rd, Ste 205",{},"['Tours', 'Health & Medical', 'Venues & Event Spaces', 'Counseling & Mental Health', 'Hotels & Travel', 'Event Planning & Services', 'Transportation', 'Wedding Planning']",Las Vegas,"{'Monday': '5:00-20:00', 'Tuesday': '5:00-20:00', 'Friday': '5:00-20:00', 'Wednesday': '5:00-20:00', 'Thursday': '5:00-20:00', 'Sunday': '5:00-20:00', 'Saturday': '5:00-20:00'}",1,36.0738093,-115.1027466,Sweetours,Southeast,89120,47,4,NV,Health & Medical,Nevada,Andrew
202,eKUGKQRE-Ywi5dY55_zChg,1973,1/20/2008,51220,1962,8,121527,123,6.786619732,"Ohhh, the wonders of STEAM!It's never a good sign when security is on your cell phone at 5 AM talking with your friend because you're KTFO on the wrong floor in the hotel. I guess that's what I get for Waking Up In Vegas...As you can imagine, my debauchery from the previous night left me severely hungover so after getting a bite to eat at Grand Lux Cafxc3xa9, my friend suggested that we all go to Canyon Ranch Spa Club for some ""Steam Therapy"".  On Saturday, 2.19.11, we (party of six) came to CRSC at around 1 PM. There are two employees at the front desk. It took about 10 minutes to check-in and pay. There's a women, men and co-ed section in the spa. We stayed at the women's only section. FEE$40/day pass to use the gym and spa facilities. HOWEVER, it's only $20/person if your hotel room (Palazzo or The Venetian) is charged with a resort fee. If it's not, I highly recommend you paying the $17.95 one-time resort fee at the spa because it will cover everyone in your party. My friend paid the resort fee, so we ended up saving about $17/person. LOCKER ROOMYou will be provided a magnet key wristlet to access your locker. Your robe will be provided in your locker. TIP: BRING YOUR OWN SLIPPERS/FLIP FLOPS! TRUST ME!The pressure point slippers that's provided are the most UNCOMFOTABLE slippers ever! With each step, it felt like I was walking on pebble stone pavement. EVERYONE was complaining about how painful they were and that we were better off wearing out 5-inch stilettos from the previous night...no joke! I hated those slippers so much, I wanted to BURN mine after leaving!AQUAVANA THERMAL ENVIRONMENTSVarious aquathermal environments that are designed to help with muscle relaxation, increase oxygen flow and most importantly RID YOUR BODY OF TOXINS! The perfect ""morning after"" remedy after a night of copious drinking!ROOM #1: IGLOOExactly as the name says, it's basically a big freezer. My least favorite of all the rooms because of the cold temperature. ROOM #2: JACUZZ WITH HEATED LOUNGERSThe jacuzzi (bathing suit optional) could accommodate about 8-10 people. I LOVED the heated loungers (there were 6). They were made of some type of Styrofoam material that was firm yet soft. The loungers were so warm and comforting that I could have slept on it the whole day.ROOM #3: HERBAL  LACONIUM (WET STEAM ROOM) - HANGOVER CURE!!!!!If you're not use to humid heat, the Herbal Laconium room may be too much to handle in the beginning. HOWEVER, after several minutes, your body will adjust to the heat and it will become very bearable.  As I closed my eyes, breathed in deeply and exhaled, I could feel my body releasing all the tequila and goose through my pores and my pounding headache becoming fainter and fainter.  TIP: Drink plenty of water beforehand and pick up an iced towel (to cover your face) in the Jacuzzi room which will make it much easier to breathe in the steam room.  ROOM #4: Finnish Sauna (Dry Heat Room)Not a fan of dry heat rooms as I feel like I'm stuck in a charcoal bbq minus the charcoal. ROOM #5: Crystal Steam Room (Aromatherapy Steam Room)Saving the best for last! The aromatherapy steam room is less intense than the Herbal Laconium room and the fragrant floral scents will enhance your mood. THE QUIET ROOM/LOUNGEEnd your Aquavana Session at the quiet room where you can lay on plushy oversized sofas while reading trashy magazines and munching on fresh apples, bananas and oranges. It was so quiet and serene that I ended up taking a 10-minute power nap. I woke up refreshed with my pounding headache all gone!SHOWER/MAKEUP ROOM*10-15 private showers with shampoo, conditioner and body wash in each one*Personal sink area with lotions, deodorant, hair care products, hair dryer, combs, brushes, etc*If you need a curling iron or flat iron, you can get it at the front deskTIP: If you need a razer, shower cap, and/or towels, make sure to grab them before getting into the shower room. They're located near the entrance way to the showers.OVERALL LAYOUTThe CRSC is BIG and I didn't even know how big until I got lost and ended up on the men's side. It's confusing to say the least and it was like a maze to get out. If you suffer from ""Waking Up In Vegas"" syndrome like I always seem to, I highly recommend coming to the CRSC to get you out of your funk!",12,eWKZyDPXdkhrT8v8XD2OrQ,3,dPXJNnBIYeIETYy01Euvbg,2/28/2011,3,7,23,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,NV,Health & Medical,Nevada,Cherylynn
1294,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"The idea of floating in a pod filled with water and 1200 lbs of Epsom salt in dark silence for 60 minutes wasn't on the top of my bucket list, but with online deals bringing the price down to the equivalent value of a massage, it sounded as a good time as any to give it a shot. Several friends raved about the experience with such remarks as ""opening up the Google search of your brain"" to ""feeling like the 1 hour mark after 'shroom tea"" to ""mentally going to Mars"".  Their levels of sobriety ranged from stone cold to having smoked an ounce in the parking lot.  I was somewhere in between.      The friendly attendant, John, clearly explained what to do and how to operate the pod.  Being a first timer, I also watched a 6 minute video on how to maximize my float time which offered some helpful suggestions (body position, breathing) while glazing over some new age, self improvement stuff.  John also informed me to hang in their relaxation room upon finishing since many feel disoriented and extremely euphoric afterwards.  Uhhh..what??  So I get out of the shower, put the ear plugs in, get in the pod.....""And I'm floating in a most peculiar way""I initially found the whole thing a bit comical.  Here I am...naked, in a dark and confined space, lying in 93.5 degree water...isn't this a torture method in Guantanamo Bay?  But after I got over the initial weirdness, things got interesting....   ""And the stars look very different today""It definitely felt like drifting in outer space.  My mind darted through a billion thoughts before I was able to end up in a kind of neutral, semi-conscious, relaxed zone.  I could not believe I was in the pod for only an hour as it felt much longer than that.They claim health benefits like the improvement of memory/sports performance/sleep quality, alleviating PMS, helping with creativity, softer skin etc.  Let me tell you....my PMS was fuckin loooong gooooone!!!  :P  I don't know about this experience helping with all that, but I definitely left in a prolonged state of relaxation.  This is a great alternative to a massage or spa treatment.  I'll be back for sure.",110,kV1VVT4ScYuZoXHAhWcDkg,101,49zGeG8x8Atpyxit9mQCZg,5/4/2015,4,97,30,5875 S Rainbow Blvd 102,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Massage Therapy', 'Health & Medical', 'Halotherapy', 'Oxygen Bars', 'Float Spa', 'Beauty & Spas']",Las Vegas,"{'Monday': '16:00-22:00', 'Tuesday': '10:00-22:00', 'Friday': '10:00-22:00', 'Wednesday': '10:00-22:00', 'Thursday': '10:00-22:00', 'Sunday': '10:00-22:00', 'Saturday': '10:00-22:00'}",1,36.0820518,-115.2432648,True REST Float Spa,Spring Valley,89118,69,4.5,NV,Health & Medical,Nevada,Philip
1363,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"My wife got her LASIK surgery here in December 2011.  After being sick of contacts and glasses for 15+ years, she finally wanted to get it done.After some research and speaking with a few facilities, it seemed like the best choice was either here or Lasik of Nevada.  We chose Siems based on our talk with the consultant, price for the exact same treatment and also their proximity to our home.  My wife didn't want to schlep it all the way to Henderson for follow ups.  Dr. Siems made us feel comfortable right away upon the first meeting.  His office is very nice.  The lobby feels spa-like.  Needless to say we were nervous when the big day finally came for her to get the procedure done.  You hear that there's a high 90% success rate but a person only has one pair of eyes.  Dr. Siems and his staff made my wife as comfortable as possible (valium helped).  I was able to view the whole procedure on a television outside of the operating room and it definitely made me wince a little when they cut the lens and started shooting the lasers in her eyes. The whole procedure took less than 30 minutes.  She then took another valium and slept for about 18 hours.  She was able to see very clearly the next day and it just improved from there.  Post operation checkups are included in the price so the day after, 1 week, 1 month, 3 month, 6 month and 1 year were all taken care of.  Now that it has been well over a year, she says it's one of the best things she's ever done in life.  I've worn glasses more than half of my life and feel like the fat guy at Mr Olympia or the dude with no tattoos in a tattoo parlor when I go in there.  They always ask me when I am going to do it.  I am still on the fence about getting it done myself but if I did, I wouldn't hesitate to go with Siems.",28,_lVcsHZ--tsQujbdfPRRRQ,12,PeYoFeu4UYMxX9pFqZAt2w,3/5/2013,5,9,17,"8230 W Sahara Ave, Ste 111","{'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'BusinessAcceptsCreditCards': True}","['Optometrists', 'Laser Eye Surgery/Lasik', 'Ophthalmologists', 'Skin Care', 'Beauty & Spas', 'Doctors', 'Health & Medical']",Las Vegas,"{'Monday': '9:00-17:00', 'Tuesday': '9:00-17:00', 'Friday': '9:00-17:00', 'Wednesday': '9:00-17:00', 'Thursday': '9:00-17:00', 'Saturday': '10:00-13:00'}",1,36.1444966,-115.271303,Siems LASIK and Eye Center,Westside,89117,57,3.5,NV,Health & Medical,Nevada,Philip
871,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"I've had less than 10 proper massages in my life.  That number will likely go up by a lot now that they're charging the ridiculously low rate of $22 an hour.  Wild!!  That's almost Thailand cheap!  Not really but still damn cheap!  I've always wanted one of those crazy Japanese massage chairs but I can live with this rate.  I had the same masseuse both times (I didn't catch her name) and tough love was the best description of my experience.  John Mellencamp's ""Hurts So Good"" isn't the ideal song to have stuck in your head at a spa but there's no denying it!  I felt sorry for the other patrons for my laughing during the foot massage part.  Nothing I can do.  One thing that's undeniable are the results.  I feel great after leaving there.  Those first few steps out into the parking lot and breathing in fresh air is awesome.  Some tips:- Arrive wearing shorts, t-shirt and flip flops if possible.  I showed up in jeans and a dress shirt the first time because I had somewhere to be after but it was WAY more comfortable the second go around.  - The makeshift rooms in the back are better than the front room.  It's more dimly lit and less noisy so I would request that.  - It's better to call and make an appointment.",27,8jLZiv202Cfx_RbTuPOwxQ,12,4YNKYMwU8HTsziMvtFC34A,3/11/2013,5,11,9,4124 S Rainbow Blvd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Massage', 'Beauty & Spas', 'Health & Medical', 'Massage Therapy', 'Reflexology']",Las Vegas,"{'Monday': '11:00-0:00', 'Tuesday': '11:00-0:00', 'Friday': '11:00-0:00', 'Wednesday': '11:00-0:00', 'Thursday': '11:00-0:00', 'Sunday': '11:00-0:00', 'Saturday': '11:00-0:00'}",1,36.1129893,-115.2418918,Best Foot Spa,Spring Valley,89103,423,4,NV,Health & Medical,Nevada,Philip
808,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"I've been coming to this office since 2007 when Steve Ngo was running the show. Its been a seemless transition since Dr. Tran and his staff took over Image Dental and I'm happy to be a patient here. I also like how modern all their equipment is compared to a lot of the lame quick fix places in town that just sandblast your teeth for a couple of minutes.  Showing movies on the TV up above makes cleanings go by a little quicker too.  So if you're not happy with your dentist, go here!",12,_OV2UA9u-tSfFriKPV4w9g,11,iuPwpOExXCdmwFMYoJaxMA,6/21/2011,5,8,6,"7545 W Sahara Ave, Ste 200","{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}","['Orthodontists', 'Health & Medical', 'Cosmetic Dentists', 'Dentists', 'General Dentistry']",Las Vegas,"{'Monday': '10:00-19:00', 'Tuesday': '9:00-18:00', 'Friday': '8:00-17:00', 'Wednesday': '9:00-18:00', 'Thursday': '10:00-19:00', 'Saturday': '9:00-14:00'}",1,36.1434764,-115.25612,Image Dental and Orthodontics,Westside,89117,63,4,NV,Health & Medical,Nevada,Philip
1420,rt3PC7WCgCKsoufmQJELfw,1012,7/6/2005,2942,325,12,6504,153,6.719279585,"I've been looking for a place to spoil myself and Belly Bliss was the place to be!  Thank you Yelp for sending me their way!Belly Bliss is a combination of things - a boutique store for mamas-to-be (and future dads), a spa, and offers classes and groups that are related to pregnancy and babies.Recently, I went specifically to experience their spa services.  Taking advantage of their seasonal specials, I got the Joyful Package for $170.  It consisted of a 60 minute ""Girls Getaway"" massage and a 90 minute signature ""Body in Balance"" facial treatment.  Joann M. was my massage therapist and Margo S. was my aesthetician.  Because this place specializes in working with pregnant woman, they make every attempt to make sure that you are comfortable during all your treatments.  Tables easily adjust for the head and body and plenty of pillows and supports are available for your comfort.  Both were professional and friendly and you get the feeling they both really enjoy working with all their pregnant clients. (Margo told me to come back again and bring the baby!)  Sure, there are plenty of spas in town that offer prenatal massage, but you end up paying an upcharge to use their facilities.  When in actuality, most pregnant women are discouraged from using the jacuzzi, steam room, sauna, etc.  So you end up feeling a bit short changed when all you wanted was some personal body work done.  Belly Bliss gives you just that without all the frills.  They only have a few treatments rooms available, so it shouldn't be crowded when you go.Once your treatment is done, you can help yourself to their little snack bar where you can fill a take out box full of pretzels, goldfish crackers, lollipops, and raisins.  Plenty of spa water and apples are available too.Getting treatments done on Tuesdays also gives you 10% off your spa services!  Sweet!  Apparently, free eyebrow waxes and foot massages are available on Tuesdays as well.  Call ahead to confirm and make reservations! You can't help but take a look through their store on your way out.  So many cool and useful items are available for you to check out and purchase.  It can be a bit dangerous actually!Belly Bliss is located on the 2nd floor of the Desert Perinatal Associates office, so doctors are only a few steps away if you're really concerned about anything.Classes include Breastfeeding, Yoga (Pre and Postnatal), Newborn Care and Immunization, Baby Massage, How to Select a Childcare Facility, and Childbirth Education.  Medela breast pumps are available for rental too! They also have party rental space if you want to plan a baby shower or private party at their facility.Gift certificates are available and any pregnant girl would be happy to receive a service from Belly Bliss!  Husbands, boyfriends, fathers, partners, friends - check this place out and give a great gift for a future mama! I've been looking over their other spa services and can't wait to book another!",14,5rxJpTkeJa5rxMvL2NbSnQ,12,shpemHjVsHQNZBIHv-cA3A,12/17/2010,5,2,49,"5761 South Fort Apache, Fl 2","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Shopping', 'Baby Gear & Furniture', 'Health & Medical', 'Massage', 'Medical Spas', 'Beauty & Spas']",Las Vegas,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Saturday': '9:00-17:00'}",1,36.0836673,-115.2998994,Belly Bliss,Spring Valley,89148,71,5,NV,Health & Medical,Nevada,Teri
1748,rt3PC7WCgCKsoufmQJELfw,1012,7/6/2005,2942,325,12,6504,153,6.719279585,"$20/hr foot massage.  Need I say more?Anyone who knows me knows I love a good foot rub!  And finally, Las Vegas has seen the light and is offering $20/hr foot massages!  Yes, you heard that right - $20/hr foot massages!  (What's even sweeter, you can buy 5 gift cards and get 1 free here!! Score!)Bali Foot Spa is yet another place that has popped up in Vegas and smack dab in the oh so popular area of Spring Mountain.  This place is lit up like a Christmas tree at night, so it's really hard to miss if you're driving down Spring Mountain and it's dark.Walking in on a weekday evening, I asked immediately if they had two females available and they did! Yes!  (Usually I call other places first and they say they do, but it involves them calling around first to make sure.)  Not here, these ladies are ready and waiting to work which is always a plus!  And it looks like they had at least two people whose dedicated job was to answer the phones and work the cash register.  (This is important to me because I hate when they answer the phone when they are working on me.)Walking into the massage area, their space is enormous!! It's almost like a showroom!  Areas are partitioned off with 2-3 chairs in each space and they had a good amount of clients in there when we walked in.  I think they would have no problem accommodating a large group last minute.Overall, my girl was good.  I was pleased with what she did and she didn't smell like cigarette smoke (a common thing when you get a guy working on you).  The Husband said his girl was okay, although he fell asleep relatively early and was snoring away, so I'm not sure how he can really judge it.  I think it's a good sign when they put him to sleep so quickly.Sidenote: It's hard for me to be loyal to one specific foot  massage place because ultimately, it's the person working on you, right?   Very rarely have I gotten the same person twice at any foot massage place and they were that stellar that I would only request for them.  (I'm always curious to see what other people can do.)  I will definitely be going back there again though because we bought the gift cards!",20,f6CTsNX30XmC8siHWYV2bA,14,7eN2z5q4Hy-3A0J-4Ld87g,3/28/2013,5,9,37,5599 Spring Mountain Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': False}","['Cosmetics & Beauty Supply', 'Health & Medical', 'Massage Therapy', 'Shopping', 'Massage', 'Beauty & Spas', 'Reflexology', 'Day Spas', 'Skin Care']",Las Vegas,"{'Monday': '10:00-21:00', 'Tuesday': '10:00-21:00', 'Friday': '10:00-21:00', 'Wednesday': '10:00-21:00', 'Thursday': '10:00-21:00', 'Sunday': '10:00-21:00', 'Saturday': '10:00-21:00'}",1,36.12531622,-115.2183129,Star Foot Spa,Chinatown,89146,431,3.5,NV,Health & Medical,Nevada,Teri
